entity|importance|category|chunk_id|type
Global Economy|2|concept|d33d167928ec4c02a898302812a56a09|concept
US$11-444 million|3|misc|d33d167928ec4c02a898302812a56a09|concept
global health system|5|organisation|f5f198d153604bd3a98fa4917c114a0e|concept
drug-resistant Tuberculosis|4|condition|f5f198d153604bd3a98fa4917c114a0e|concept
HIV infections|4|condition|f5f198d153604bd3a98fa4917c114a0e|concept
artemisinin-based combination therapy-resistance|3|condition|f5f198d153604bd3a98fa4917c114a0e|concept
antileprotic drug resistance|3|condition|f5f198d153604bd3a98fa4917c114a0e|concept
zoonotic diseases|4|event|f5f198d153604bd3a98fa4917c114a0e|concept
pathogens|3|object|f5f198d153604bd3a98fa4917c114a0e|concept
animals|4|misc|f5f198d153604bd3a98fa4917c114a0e|concept
urbanisation|3|condition|f5f198d153604bd3a98fa4917c114a0e|concept
destruction of natural habitats|3|event|f5f198d153604bd3a98fa4917c114a0e|concept
illegal trade in wildlife|3|organisation|f5f198d153604bd3a98fa4917c114a0e|concept
wet markets|3|object|f5f198d153604bd3a98fa4917c114a0e|concept
zoonotic disease|5|concept|764f6457770c4826aadcd6d83adba840|concept
SARS|3|event|764f6457770c4826aadcd6d83adba840|concept
MERS|3|event|764f6457770c4826aadcd6d83adba840|concept
Ebola|3|event|764f6457770c4826aadcd6d83adba840|concept
Nipah|3|event|764f6457770c4826aadcd6d83adba840|concept
avian influenza|3|event|764f6457770c4826aadcd6d83adba840|concept
agriculture sector|4|concept|764f6457770c4826aadcd6d83adba840|concept
meat handling|3|event|764f6457770c4826aadcd6d83adba840|concept
eggs|2|object|764f6457770c4826aadcd6d83adba840|concept
dairy products|2|object|764f6457770c4826aadcd6d83adba840|concept
vegetables|2|object|764f6457770c4826aadcd6d83adba840|concept
ecological connectivity|5|concept|ceced3fafd4146ab93a56d8df2c7991f|concept
biodiversity|4|concept|ceced3fafd4146ab93a56d8df2c7991f|concept
Global Early Warning and Response System for Major Animal Diseases|4|document|ceced3fafd4146ab93a56d8df2c7991f|concept
zoonoses|3|concept|ceced3fafd4146ab93a56d8df2c7991f|concept
Global Vector Control Response (GVCR) 2017–2030|4|document|ceced3fafd4146ab93a56d8df2c7991f|concept
vector-borne diseases|3|concept|ceced3fafd4146ab93a56d8df2c7991f|concept
Accelerating Global Health|5|event|c0439552464a4e14b6ef0c4b597c1409|concept
Pathways to Health Equity for the G20|5|event|c0439552464a4e14b6ef0c4b597c1409|concept
Water-borne diseases|3|concept|c0439552464a4e14b6ef0c4b597c1409|concept
Drinking or coming in contact with contaminated water|2|misc|c0439552464a4e14b6ef0c4b597c1409|concept
Faecal-contaminated water|2|object|c0439552464a4e14b6ef0c4b597c1409|concept
Two billion people globally|3|condition|c0439552464a4e14b6ef0c4b597c1409|concept
Cholera, dysentery, typhoid and polio|2|concept|c0439552464a4e14b6ef0c4b597c1409|concept
Around 485,000 deaths every year|3|condition|c0439552464a4e14b6ef0c4b597c1409|concept
Food-borne diseases|2|concept|c0439552464a4e14b6ef0c4b597c1409|concept
Over 200 diseases|1|misc|c0439552464a4e14b6ef0c4b597c1409|concept
Chemical substances such as unpasteurised (raw) milk|1|misc|c0439552464a4e14b6ef0c4b597c1409|concept
Undercooked meat or eggs|1|misc|c0439552464a4e14b6ef0c4b597c1409|concept
Raw fruits and vegetables|1|misc|c0439552464a4e14b6ef0c4b597c1409|concept
600 million people are affected by food-borne diseases|3|condition|c0439552464a4e14b6ef0c4b597c1409|concept
420,000 die each year|2|condition|c0439552464a4e14b6ef0c4b597c1409|concept
Healthy life years lost|1|misc|c0439552464a4e14b6ef0c4b597c1409|concept
Access to adequate safe and nutritious food|2|object|c0439552464a4e14b6ef0c4b597c1409|concept
One Health’|3|event|c0439552464a4e14b6ef0c4b597c1409|concept
Operationalising ‘One Health’|3|event|c0439552464a4e14b6ef0c4b597c1409|concept
One Health|5|concept|502eb4a32dcc478381748da0c9bd7614|concept
Memorandum of Understanding (MOU)|4|event|502eb4a32dcc478381748da0c9bd7614|concept
Quadripartite Collaboration for One Health|5|organisation|502eb4a32dcc478381748da0c9bd7614|concept
One Health High-Level Expert Panel|4|misc|502eb4a32dcc478381748da0c9bd7614|concept
One Health Joint Plan of Action (2022-2026)|3|document|502eb4a32dcc478381748da0c9bd7614|concept
World Health Organisation (WHO)|4|organisation|502eb4a32dcc478381748da0c9bd7614|concept
Food and Agriculture Organisation (FAO)|4|organisation|502eb4a32dcc478381748da0c9bd7614|concept
United Nations Environment Programme (UNEP)|3|organisation|502eb4a32dcc478381748da0c9bd7614|concept
World Organisation for Animal Health (OIE)|2|organisation|502eb4a32dcc478381748da0c9bd7614|concept
policy actions|3|event|46f7a03700434a8497df7279c7a66991|concept
investment in intersectoral health governance|4|concept|46f7a03700434a8497df7279c7a66991|concept
national OH policies|3|object|46f7a03700434a8497df7279c7a66991|concept
research on OH|4|event|46f7a03700434a8497df7279c7a66991|concept
genomic surveillance and data-sharing practices|3|object|46f7a03700434a8497df7279c7a66991|concept
academic courses on OH|2|event|46f7a03700434a8497df7279c7a66991|concept
One Health|5|concept|51906241584640d99e39f60f1f346d60|concept
pandemic prevention and preparedness|4|concept|51906241584640d99e39f60f1f346d60|concept
World Bank's US$10-billion fund|3|object|51906241584640d99e39f60f1f346d60|concept
UN’s high-level meeting on pandemic prevention, preparedness, and response (September 2023)|4|event|51906241584640d99e39f60f1f346d60|concept
WHO|4|organisation|51906241584640d99e39f60f1f346d60|concept
OH approach|5|concept|fc1d9effc3a4494daf5a1c78a36bf77f|concept
Databases and knowledge-sharing resources|4|object|fc1d9effc3a4494daf5a1c78a36bf77f|concept
Best practice examples|3|misc|fc1d9effc3a4494daf5a1c78a36bf77f|concept
OH workforce|4|object|fc1d9effc3a4494daf5a1c78a36bf77f|concept
Integrated OH surveillance system|3|organisation|fc1d9effc3a4494daf5a1c78a36bf77f|concept
Routine and emergency coordination mechanisms|4|misc|fc1d9effc3a4494daf5a1c78a36bf77f|concept
Standardised framework for addressing zoonotic spillover risks|3|organisation|fc1d9effc3a4494daf5a1c78a36bf77f|concept
Urbanisation and habitat fragmentation|3|misc|fc1d9effc3a4494daf5a1c78a36bf77f|concept
Spillover risks and disease spread|4|misc|fc1d9effc3a4494daf5a1c78a36bf77f|concept
G20 countries|5|organisation|fc1d9effc3a4494daf5a1c78a36bf77f|concept
G20|5|organisation|e3ed493f83654c1a87d1f5bc648a8325|concept
One Health approach in India|4|concept|e3ed493f83654c1a87d1f5bc648a8325|concept
Office of the Principal Scientific Adviser (PSA)|3|organisation|e3ed493f83654c1a87d1f5bc648a8325|concept
integrated disease surveillance|4|concept|3abe5438d6c9449f81cb2cb913a89f17|concept
environmental surveillance systems|3|concept|3abe5438d6c9449f81cb2cb913a89f17|concept
robust outbreak investigation mechanisms|3|concept|3abe5438d6c9449f81cb2cb913a89f17|concept
OH mission|4|event|3abe5438d6c9449f81cb2cb913a89f17|concept
Targeted R&D|3|concept|3abe5438d6c9449f81cb2cb913a89f17|concept
vaccines, diagnostics, therapeutics, and other prevention tools|2|object|3abe5438d6c9449f81cb2cb913a89f17|concept
data and database integration|3|concept|3abe5438d6c9449f81cb2cb913a89f17|concept
analytics for better tracking of national-level progress and implementation at the local level|2|misc|3abe5438d6c9449f81cb2cb913a89f17|concept
streamlining regulatory and approval processes|3|concept|3abe5438d6c9449f81cb2cb913a89f17|concept
One Health Centre|2|object|3abe5438d6c9449f81cb2cb913a89f17|concept
One Health|5|concept|c1f9626d266a4b3d820e6980b6dacc08|concept
zoonoses and transboundary animal diseases|4|condition|c1f9626d266a4b3d820e6980b6dacc08|concept
2008 attempt to operationalise the OH approach for zoonotic disease control and prevention|3|event|c1f9626d266a4b3d820e6980b6dacc08|concept
zonotic policy documents|4|document|c1f9626d266a4b3d820e6980b6dacc08|concept
lack of supportive policies|3|condition|c1f9626d266a4b3d820e6980b6dacc08|concept
conflicting departmental priorities|3|condition|c1f9626d266a4b3d820e6980b6dacc08|concept
limited institutional capacities|3|condition|c1f9626d266a4b3d820e6980b6dacc08|concept
cross-sectoral collaboration on disease control|2|event|c1f9626d266a4b3d820e6980b6dacc08|concept
contextual adaptation based on the underlying sociopolitical, institutional, and cultural contexts|3|concept|c1f9626d266a4b3d820e6980b6dacc08|concept
OH approach|5|concept|a23f8844edf54ac7a6711c6983787cb1|concept
interpersonal relationships|4|concept|a23f8844edf54ac7a6711c6983787cb1|concept
veterinary workforce|3|organisation|a23f8844edf54ac7a6711c6983787cb1|concept
academic institutions|4|organisation|a23f8844edf54ac7a6711c6983787cb1|concept
local population|3|misc|a23f8844edf54ac7a6711c6983787cb1|concept
Tamil Nadu Veterinary and Animal Sciences University|3|organisation|a23f8844edf54ac7a6711c6983787cb1|concept
Tamil Nadu Dr MGR Medical University|4|organisation|a23f8844edf54ac7a6711c6983787cb1|concept
Punjab|2|place|a23f8844edf54ac7a6711c6983787cb1|concept
SARS-CoV2 vaccine trial|4|event|a23f8844edf54ac7a6711c6983787cb1|concept
outbreak investigation|3|event|a23f8844edf54ac7a6711c6983787cb1|concept
vaccine hesitancy|4|concept|a23f8844edf54ac7a6711c6983787cb1|concept
ASHAs|2|organisation|a23f8844edf54ac7a6711c6983787cb1|concept
preparedness|4|concept|36dd1d845a3147dba0c7891d5d6fb924|concept
response|3|concept|36dd1d845a3147dba0c7891d5d6fb924|concept
systems and cross-sectoral capacities|4|concept|36dd1d845a3147dba0c7891d5d6fb924|concept
inclusive and equitable multi-level workplans and strategies|3|concept|36dd1d845a3147dba0c7891d5d6fb924|concept
OH principles|4|concept|36dd1d845a3147dba0c7891d5d6fb924|concept
OH tools, technologies, and practices|3|object|36dd1d845a3147dba0c7891d5d6fb924|concept
data and knowledge|4|concept|36dd1d845a3147dba0c7891d5d6fb924|concept
Global Health|5|concept|baf822f00df24576a51d07fdc84491e6|concept
Pathways to Health Equity|4|concept|baf822f00df24576a51d07fdc84491e6|concept
G20|3|organisation|baf822f00df24576a51d07fdc84491e6|concept
Infectious diseases|4|concept|baf822f00df24576a51d07fdc84491e6|concept
Surveillance systems|3|object|baf822f00df24576a51d07fdc84491e6|concept
Global collaboration and solidarity|4|concept|baf822f00df24576a51d07fdc84491e6|concept
Nature|2|object|baf822f00df24576a51d07fdc84491e6|concept
Health and well-being for all people everywhere|4|concept|baf822f00df24576a51d07fdc84491e6|concept
MS Swaminathan Research Foundation|2|organisation|baf822f00df24576a51d07fdc84491e6|concept
World Health Organization|3|organisation|baf822f00df24576a51d07fdc84491e6|concept
Dr Soumya Swaminathan|4|person|baf822f00df24576a51d07fdc84491e6|concept
Dr Priyadarshini Rajamani|2|person|baf822f00df24576a51d07fdc84491e6|concept
Accelerating Global Health|5|event|c0a97f842ce84d1399bb35fcc9ca17a8|concept
Pathways to Health Equity for the G20|4|concept|c0a97f842ce84d1399bb35fcc9ca17a8|concept
Building a Resilient Digital Health Ecosystem in India|3|event|c0a97f842ce84d1399bb35fcc9ca17a8|concept
Lav Agarwal|2|person|c0a97f842ce84d1399bb35fcc9ca17a8|concept
technology|5|concept|c0a97f842ce84d1399bb35fcc9ca17a8|concept
communication|4|concept|c0a97f842ce84d1399bb35fcc9ca17a8|concept
transportation|3|concept|c0a97f842ce84d1399bb35fcc9ca17a8|concept
healthcare|5|concept|c0a97f842ce84d1399bb35fcc9ca17a8|concept
electronic health records|3|object|c0a97f842ce84d1399bb35fcc9ca17a8|concept
artificial intelligence|4|concept|c0a97f842ce84d1399bb35fcc9ca17a8|concept
wearable devices|3|object|c0a97f842ce84d1399bb35fcc9ca17a8|concept
health apps|2|object|c0a97f842ce84d1399bb35fcc9ca17a8|concept
research|3|concept|00596c043eb84a829a663e034eb52bde|concept
discovering new treatments|4|concept|00596c043eb84a829a663e034eb52bde|concept
improving overall healthcare outcomes|3|concept|00596c043eb84a829a663e034eb52bde|concept
COVID-19 pandemic|4|event|00596c043eb84a829a663e034eb52bde|concept
exponential growth of digital health|3|concept|00596c043eb84a829a663e034eb52bde|concept
India's massive population|4|event|a57747eedbc94f27aeaa023ebf800e32|concept
Digital Health Landscape in India|3|misc|a57747eedbc94f27aeaa023ebf800e32|concept
equitable access to healthcare services|4|event|a57747eedbc94f27aeaa023ebf800e32|concept
technology|3|misc|a57747eedbc94f27aeaa023ebf800e32|concept
digital platforms for care|4|event|a57747eedbc94f27aeaa023ebf800e32|concept
interoperable and standardised electronic health records|3|object|a57747eedbc94f27aeaa023ebf800e32|concept
Electronic Health Record standards|2|document|a57747eedbc94f27aeaa023ebf800e32|concept
National Health Policy|3|document|a57747eedbc94f27aeaa023ebf800e32|concept
India|5|place|1c7917baa4ae4cee997ec26107908884|concept
Digital healthcare|4|concept|1c7917baa4ae4cee997ec26107908884|concept
Hospital Management Information System|3|organisation|1c7917baa4ae4cee997ec26107908884|concept
Online Registration System|2|object|1c7917baa4ae4cee997ec26107908884|concept
National tuberculosis elimination (Ni-kshay)|3|organisation|1c7917baa4ae4cee997ec26107908884|concept
Mother and Child Tracking System|2|object|1c7917baa4ae4cee997ec26107908884|concept
Mera Aspataal (My Hospital)|2|organisation|1c7917baa4ae4cee997ec26107908884|concept
Health Management Information System|3|object|1c7917baa4ae4cee997ec26107908884|concept
Integrated Health Information Platform|2|organisation|1c7917baa4ae4cee997ec26107908884|concept
Non-Communicable Diseases screening application|2|object|1c7917baa4ae4cee997ec26107908884|concept
Ayushman Bharat Pradhan Mantri Jan Arogya Yojana (AB-PMJAY)|4|event|1c7917baa4ae4cee997ec26107908884|concept
health and wellness centers|4|organisation|eba3bd7af89a46a586d2786a9549f23b|concept
preventive care|3|concept|eba3bd7af89a46a586d2786a9549f23b|concept
primary care|3|concept|eba3bd7af89a46a586d2786a9549f23b|concept
telemedicine consultation services|4|object|eba3bd7af89a46a586d2786a9549f23b|concept
Accelerating Global Health|4|event|ec1766626938432892c24b9acb2ca6ca|concept
Health Equity for the G20|4|event|ec1766626938432892c24b9acb2ca6ca|concept
financial protection of up to INR 500,000 per family annually|3|concept|ec1766626938432892c24b9acb2ca6ca|concept
over 120 million crore poor and vulnerable families|3|concept|ec1766626938432892c24b9acb2ca6ca|concept
Indian population|3|place|ec1766626938432892c24b9acb2ca6ca|concept
wellness-oriented approach|3|concept|ec1766626938432892c24b9acb2ca6ca|concept
universal health coverage (UHC)|3|concept|ec1766626938432892c24b9acb2ca6ca|concept
patient data portability|2|misc|ec1766626938432892c24b9acb2ca6ca|concept
environment where all people can obtain health services|3|concept|ec1766626938432892c24b9acb2ca6ca|concept
rethink the core technology backbone of our system|2|misc|ec1766626938432892c24b9acb2ca6ca|concept
cutting-edge digital solutions|2|concept|ec1766626938432892c24b9acb2ca6ca|concept
converge into|1|misc|ec1766626938432892c24b9acb2ca6ca|concept
Resilient Digital Health Ecosystem|5|event|784ecfb5b0fa4e41a0d142cf69671e30|concept
ABHA numbers|4|document|784ecfb5b0fa4e41a0d142cf69671e30|concept
ABDM ecosystem|4|organisation|784ecfb5b0fa4e41a0d142cf69671e30|concept
healthcare structure|3|condition|784ecfb5b0fa4e41a0d142cf69671e30|concept
COVID-19 pandemic|4|event|784ecfb5b0fa4e41a0d142cf69671e30|concept
activities|3|misc|c3bf84643ff44d68bf38a16e96fd9e86|concept
innovative solutions|4|concept|c3bf84643ff44d68bf38a16e96fd9e86|concept
continuity of health services|4|concept|c3bf84643ff44d68bf38a16e96fd9e86|concept
whole of government, whole of society' approach|3|misc|c3bf84643ff44d68bf38a16e96fd9e86|concept
pandemic battle|4|event|c3bf84643ff44d68bf38a16e96fd9e86|concept
subnational and local governments|3|organisation|c3bf84643ff44d68bf38a16e96fd9e86|concept
civil society organisations|3|organisation|c3bf84643ff44d68bf38a16e96fd9e86|concept
private sector|3|organisation|c3bf84643ff44d68bf38a16e96fd9e86|concept
local communities|3|organisation|c3bf84643ff44d68bf38a16e96fd9e86|concept
Telemedicine Practice Guidelines|4|document|c3bf84643ff44d68bf38a16e96fd9e86|concept
eSanjeevaniOPD|4|organisation|c3bf84643ff44d68bf38a16e96fd9e86|concept
world’s largest national telemedicine service|3|misc|c3bf84643ff44d68bf38a16e96fd9e86|concept
online health facilities|4|object|c3bf84643ff44d68bf38a16e96fd9e86|concept
eSanjeevani initiative|3|organisation|c3bf84643ff44d68bf38a16e96fd9e86|concept
digital divide|3|condition|c3bf84643ff44d68bf38a16e96fd9e86|concept
rural areas|2|place|c3bf84643ff44d68bf38a16e96fd9e86|concept
access to healthcare|3|condition|c3bf84643ff44d68bf38a16e96fd9e86|concept
completed 142 million|2|misc|c3bf84643ff44d68bf38a16e96fd9e86|concept
consultations|5|event|00c023acbd1649be8e5673413309c140|concept
record time|4|condition|00c023acbd1649be8e5673413309c140|concept
patients|3|object|00c023acbd1649be8e5673413309c140|concept
27 July 2023|2|misc|00c023acbd1649be8e5673413309c140|concept
abdm.gov.in|1|document|00c023acbd1649be8e5673413309c140|concept
esanjeevani.mohfw.gov.in|1|document|00c023acbd1649be8e5673413309c140|concept
Accelerating Global Health|5|concept|96c919e1d14e4ba9870d0f5015e90f1f|concept
CoWIN|4|organisation|96c919e1d14e4ba9870d0f5015e90f1f|concept
COVID-19 'war rooms'|3|object|96c919e1d14e4ba9870d0f5015e90f1f|concept
digital health initiatives|4|concept|96c919e1d14e4ba9870d0f5015e90f1f|concept
COVID-19 India Portal|3|object|96c919e1d14e4ba9870d0f5015e90f1f|concept
inventory tracking|4|event|a29a332cd2de4594a574bb57c7d10fd2|concept
Aarogya Setu|3|organisation|a29a332cd2de4594a574bb57c7d10fd2|concept
RT-PCR app|2|object|a29a332cd2de4594a574bb57c7d10fd2|concept
COVID-19 facility app|3|organisation|a29a332cd2de4594a574bb57c7d10fd2|concept
National Public Health Observatory (NPHO)|4|organisation|a29a332cd2de4594a574bb57c7d10fd2|concept
Health Emergency Operations Centre (HEOC)|3|organisation|a29a332cd2de4594a574bb57c7d10fd2|concept
overall healthcare service delivery|5|event|c53fa240102b418d96669de0302129ff|concept
integration of healthcare programmes|4|concept|c53fa240102b418d96669de0302129ff|concept
transformation of the healthcare situation in the country|5|event|c53fa240102b418d96669de0302129ff|concept
Resilient Digital Health Ecosystem|5|concept|8368e5f419c943b89a7a33939b57aa87|concept
AI in healthcare|4|event|8368e5f419c943b89a7a33939b57aa87|concept
Centres of Excellence for AI|3|place|8368e5f419c943b89a7a33939b57aa87|concept
Clinical decision support system|2|object|8368e5f419c943b89a7a33939b57aa87|concept
Event-based disease surveillance|2|event|8368e5f419c943b89a7a33939b57aa87|concept
impending disease outbreak|5|event|8ef6462971234fea8ca5b9c897badcc4|concept
AI assistant for frontline workers in 11 Indian languages|4|object|8ef6462971234fea8ca5b9c897badcc4|concept
Stimulating Advanced Knowledge for Sustainable Health Management (SAKSHAM) Portal|4|organisation|8ef6462971234fea8ca5b9c897badcc4|concept
inclusive capacity building of health professionals|3|concept|8ef6462971234fea8ca5b9c897badcc4|concept
Tele-education in medical education for remote areas|4|event|8ef6462971234fea8ca5b9c897badcc4|concept
online platforms, video conferencing, pre-recorded lectures|3|object|8ef6462971234fea8ca5b9c897badcc4|concept
government unified and dedicated online learning and training platform SAKSHAM|4|organisation|8ef6462971234fea8ca5b9c897badcc4|concept
health professionals|4|organisation|9b1e7fd4829c450b8cc36fbd9453d186|concept
advanced training|3|event|9b1e7fd4829c450b8cc36fbd9453d186|concept
regular jobs|2|condition|9b1e7fd4829c450b8cc36fbd9453d186|concept
portal|3|object|9b1e7fd4829c450b8cc36fbd9453d186|concept
public health|2|concept|9b1e7fd4829c450b8cc36fbd9453d186|concept
clinical practices|2|event|9b1e7fd4829c450b8cc36fbd9453d186|concept
Accelerating Global Health|4|event|a4cd493a8ff94f7b9f31d65bd15833b2|concept
Pathways to Health Equity for the G20|3|concept|a4cd493a8ff94f7b9f31d65bd15833b2|concept
Digital health|4|object|a4cd493a8ff94f7b9f31d65bd15833b2|concept
Public sector|3|organisation|a4cd493a8ff94f7b9f31d65bd15833b2|concept
Private sector|3|organisation|a4cd493a8ff94f7b9f31d65bd15833b2|concept
National digital health ecosystem|4|object|a4cd493a8ff94f7b9f31d65bd15833b2|concept
Digital tools|3|object|a4cd493a8ff94f7b9f31d65bd15833b2|concept
World Health Assembly|4|event|a4cd493a8ff94f7b9f31d65bd15833b2|concept
World Health Organization (WHO)|5|organisation|71de2efb72064d318b9e0bee887f6879|concept
Global Digital Health Partnership (GDHP)|4|organisation|71de2efb72064d318b9e0bee887f6879|concept
Department for Digital Health and Innovation|3|organisation|71de2efb72064d318b9e0bee887f6879|concept
Global Strategy on Digital Health 2020-2025|3|document|71de2efb72064d318b9e0bee887f6879|concept
India's G20 Leadership|5|event|eb215b2863164d6ba5e98fcffff46cba|concept
Global Health Initiatives|4|concept|eb215b2863164d6ba5e98fcffff46cba|concept
Climate Change|3|concept|eb215b2863164d6ba5e98fcffff46cba|concept
Food Insecurity|2|condition|eb215b2863164d6ba5e98fcffff46cba|concept
pandemic|5|event|1a76e52834584b208c08bddb9a1f0b62|concept
international cooperation|4|organisation|1a76e52834584b208c08bddb9a1f0b62|concept
health emergency|4|event|1a76e52834584b208c08bddb9a1f0b62|concept
One Health|3|concept|1a76e52834584b208c08bddb9a1f0b62|concept
antimicrobial resistance|3|condition|1a76e52834584b208c08bddb9a1f0b62|concept
pharmaceutical sector|3|organisation|1a76e52834584b208c08bddb9a1f0b62|concept
vaccines, therapeutics, diagnostics|2|object|1a76e52834584b208c08bddb9a1f0b62|concept
Digital Health|5|concept|998d8f77c3c949cd8843d7bdf421b78d|concept
India's G20 presidency|4|event|998d8f77c3c949cd8843d7bdf421b78d|concept
Global Initiative on Digital Health (GIDH)|3|organisation|998d8f77c3c949cd8843d7bdf421b78d|concept
World Health Organization (WHO)|2|organisation|998d8f77c3c949cd8843d7bdf421b78d|concept
digital public goods|5|concept|73e23711e0a54a8dafa05eb4e0949f6b|concept
WHO norms, standards, and|4|organisation|73e23711e0a54a8dafa05eb4e0949f6b|concept
Accelerating Global Health|4|event|97cddb2fd5c54f7f91c34ca00913ee2e|concept
Pathways to Health Equity for the G20|4|event|97cddb2fd5c54f7f91c34ca00913ee2e|concept
digital transformation|3|concept|97cddb2fd5c54f7f91c34ca00913ee2e|concept
ABDM|2|organisation|97cddb2fd5c54f7f91c34ca00913ee2e|concept
CoWIN|2|organisation|97cddb2fd5c54f7f91c34ca00913ee2e|concept
eSanjeevani|2|object|97cddb2fd5c54f7f91c34ca00913ee2e|concept
Lav Agarwal|4|person|ebc08425c0f94baaad5796ba621470b9|concept
eHealth|3|organisation|ebc08425c0f94baaad5796ba621470b9|concept
International Health & Collaboration|2|concept|ebc08425c0f94baaad5796ba621470b9|concept
Public Health|3|concept|ebc08425c0f94baaad5796ba621470b9|concept
G20|2|organisation|ebc08425c0f94baaad5796ba621470b9|concept
India's Digital Public Infrastructure Transformation|5|event|9b7a9f8531134be2b16e734bda64a349|concept
Digital India programme|4|document|9b7a9f8531134be2b16e734bda64a349|concept
India Enterprise Architecture|5|concept|508c60a74e3c4391a8d4136d0a90ffeb|concept
Ministry of Electronics and Information Technology (MeitY)|4|organisation|508c60a74e3c4391a8d4136d0a90ffeb|concept
One Government|3|concept|508c60a74e3c4391a8d4136d0a90ffeb|concept
Data Empowerment and Protection Architecture (DEPA)|2|organisation|508c60a74e3c4391a8d4136d0a90ffeb|concept
framework|3|event|b7f8f25fdd3c482cb13517142b7c0117|concept
DEPA|4|concept|b7f8f25fdd3c482cb13517142b7c0117|concept
consent-governed and secure data-sharing|3|event|b7f8f25fdd3c482cb13517142b7c0117|concept
controlled by consent managers|2|concept|b7f8f25fdd3c482cb13517142b7c0117|concept
private ecosystem|3|event|b7f8f25fdd3c482cb13517142b7c0117|concept
citizens|2|organisation|b7f8f25fdd3c482cb13517142b7c0117|concept
finance sector|3|event|b7f8f25fdd3c482cb13517142b7c0117|concept
loans, insurance, and other financial products|2|event|b7f8f25fdd3c482cb13517142b7c0117|concept
digital|1|misc|b7f8f25fdd3c482cb13517142b7c0117|concept
India Stack|5|organisation|be5f478737c04472bffaf880bf0be06b|concept
DEPA|4|organisation|be5f478737c04472bffaf880bf0be06b|concept
Aadhaar-based e-KYC|3|technology|be5f478737c04472bffaf880bf0be06b|concept
Unified Payments Interface (UPI)|4|technology|be5f478737c04472bffaf880bf0be06b|concept
Aadhaar-based eSign|3|technology|be5f478737c04472bffaf880bf0be06b|concept
Open Credit Enablement Network|2|technology|be5f478737c04472bffaf880bf0be06b|concept
Digital infrastructure|4|concept|be5f478737c04472bffaf880bf0be06b|concept
Private sector service delivery|3|concept|be5f478737c04472bffaf880bf0be06b|concept
digital transactions|4|event|6c3a8512b9a140c983b92ad7f3e5ac41|concept
November 2019|3|time|6c3a8512b9a140c983b92ad7f3e5ac41|concept
January 2023|3|time|6c3a8512b9a140c983b92ad7f3e5ac41|concept
India's Digital Public Infrastructure Transformation|5|event|26dcc67d7f7c43b4a92343aa220232c4|concept
MeitY study|4|document|26dcc67d7f7c43b4a92343aa220232c4|concept
US$500 billion by 2025|3|condition|26dcc67d7f7c43b4a92343aa220232c4|concept
India's digital economy potential to US$1 trillion|4|concept|26dcc67d7f7c43b4a92343aa220232c4|concept
business as usual scenario|2|misc|26dcc67d7f7c43b4a92343aa220232c4|concept
real-time payments in India, China, Brazil|3|concept|26dcc67d7f7c43b4a92343aa220232c4|concept
Direct Benefit Transfer (DBT) programme|4|organisation|26dcc67d7f7c43b4a92343aa220232c4|concept
physical delivery of financial benefits|2|misc|26dcc67d7f7c43b4a92343aa220232c4|concept
digital payment systems|3|object|26dcc67d7f7c43b4a92343aa220232c4|concept
beneficiaries' bank accounts|2|organisation|26dcc67d7f7c43b4a92343aa220232c4|concept
corruption, eliminating middlemen|3|misc|26dcc67d7f7c43b4a92343aa220232c4|concept
transparency|5|concept|5e5cf5cf4f2f42189004a55fd0fbe71f|concept
direct benefit transfer (DBT) in India|4|event|5e5cf5cf4f2f42189004a55fd0fbe71f|concept
Pradhan Mantri Jan-Dhan Yojana|3|object|5e5cf5cf4f2f42189004a55fd0fbe71f|concept
Jan Dhan-Aadhaar-Mobile Yojana|4|organisation|5e5cf5cf4f2f42189004a55fd0fbe71f|concept
Indian Rupees (INR)|2|object|5e5cf5cf4f2f42189004a55fd0fbe71f|concept
FY 2021-22|3|event|5e5cf5cf4f2f42189004a55fd0fbe71f|concept
Digital India|4|organisation|5e5cf5cf4f2f42189004a55fd0fbe71f|concept
e-governance platforms|3|object|5e5cf5cf4f2f42189004a55fd0fbe71f|concept
MyGov platform|5|organisation|89d34f6b4a1149da8434c3dc7e361947|concept
digital governance|4|concept|89d34f6b4a1149da8434c3dc7e361947|concept
citizen-centricity|4|concept|89d34f6b4a1149da8434c3dc7e361947|concept
technology|4|object|89d34f6b4a1149da8434c3dc7e361947|concept
government interactions|3|concept|89d34f6b4a1149da8434c3dc7e361947|concept
citizen-government gap|3|condition|89d34f6b4a1149da8434c3dc7e361947|concept
enhance government services|3|concept|89d34f6b4a1149da8434c3dc7e361947|concept
transparency|3|condition|89d34f6b4a1149da8434c3dc7e361947|concept
democratic participation|3|concept|89d34f6b4a1149da8434c3dc7e361947|concept
digital literacy|5|concept|e5168689a0894a83821de56e5646e40c|concept
digital divide|4|condition|e5168689a0894a83821de56e5646e40c|concept
DPI|5|document|e5168689a0894a83821de56e5646e40c|concept
India's digital transformation|4|event|e5168689a0894a83821de56e5646e40c|concept
technology|3|concept|e5168689a0894a83821de56e5646e40c|concept
inclusivity|4|condition|e5168689a0894a83821de56e5646e40c|concept
scalability|3|condition|e5168689a0894a83821de56e5646e40c|concept
regulation|3|condition|e5168689a0894a83821de56e5646e40c|concept
collaboration|3|concept|e5168689a0894a83821de56e5646e40c|concept
