text|source|page|chunk_id
"combat zoonoses to coordinate risk assessment and assist in early warning, 
prevention, and control of disease threats.6 
Vector-borne diseases  
The determining demographic, environmental, and social factors of the 
distribution of vector-borne diseases are often complex, such as global 
travel, trade, and unplanned urbanisation. WHO’s Global Vector Control 
Response (GVCR) 2017–2030 provides strategic guidance to countries for 
strengthening vector-control programmes.7"|data_input/OrfPathHealth/BridgingTheDivide.pdf|3|ff8f20fb0aac4191b052993d77f15999
"52Accelerating Global Health: Pathways to Health Equity for the G20
53Water-borne diseases
Drinking or coming in contact with contaminated water causes water-borne 
diseases. Faecal-contaminated water is consumed by two billion people 
globally, which causes diseases such as cholera, dysentery, typhoid and 
polio. These diseases are responsible for around 485,000 deaths every year.8 
Food-borne diseases   
Over 200 diseases, ranging from diarrhoea to cancers, are caused by 
eating or drinking food contaminated with animal or human faecal matter, 
chemical substances such as unpasteurised (raw) milk, undercooked meat 
or eggs, and raw fruits and vegetables. Globally, 600 million people are 
affected by food-borne diseases, in which 420,000 die each year, resulting 
in 33 million healthy life years lost. Access to adequate safe and nutritious 
food is key to sustaining life and promoting good health.9 
Operationalising ‘One Health’ 
In April 2022, WHO, FAO, United Nations Environment Programme (UNEP), 
and WOAH signed a memorandum of understanding for joint work on OH, 
forming the ‘Quadripartite Collaboration for One Health’. The Quadripartite 
is a strategic coordination mechanism that  aims to work towards  “a world 
capable of preventing, detecting, containing,  eliminating, and responding to animal  
and public health risks attributable to zoonoses and animal diseases with an  impact  
on food security through multi-sectoral cooperation and strong partnerships”.10 The"|data_input/OrfPathHealth/BridgingTheDivide.pdf|4|c28f27b2026346d8b1c25d3ac4fb35f1
"on food security through multi-sectoral cooperation and strong partnerships”.10 The 
One Health High-Level Expert Panel comprising 26 key international experts 
serves as the advisory group to the Quadripartite.  In late 2022, the group 
launched the first One Health Joint Plan of Action (2022-2026) to combat 
health risks at the human–animal–environment interface.11 
The Quadripartite has urged all countries to translate the OH approach 
into policy actions by promoting and increasing investment in intersectoral 
health governance. Countries are encouraged to adopt national OH policies, 
and create and exchange research on OH. Research institutions can be 
encouraged to work on improved genomic surveillance and data-sharing 
practices. Academic courses on OH can help train and equip a workforce."|data_input/OrfPathHealth/BridgingTheDivide.pdf|4|3eb3f6d6d48542a68f240d92f26cae0b
"53Advancing ‘One Health’ for a Better WorldSince the OH approach is similar to pandemic prevention and preparedness, 
resources allocated for the latter can also be utilised for operationalising 
OH. For instance, the World Bank’s US$10-billion fund for pandemic 
prevention can be used to implement the OH approach. Additionally, 
the UN’s high-level meeting on pandemic prevention, preparedness, and 
response (scheduled for September 2023) is an opportunity to integrate the 
OH agenda into the pandemic action plan.
According to the World Bank, between US$10.3-11.5 billion is needed 
annually to implement OH at a global scale.12 But the lack of centralised 
OH funding is a challenge, leaving relevant ministries in each country to 
assume the responsibility for implementing necessary actions and activities. 
This hinders the development of effective global OH strategies. 
WHO has identified several other existing gaps in the implementation of 
the OH approach.13 These gaps are evident in the following areas: 
• Databases and knowledge-sharing resources for effective information 
exchange.
• Showcasing best practice examples to encourage successful OH initiatives.
• Mapping and generating an OH workforce to strengthen capacity.
• Developing a model for an integrated OH surveillance system.
• Establishing routine and emergency coordination mechanisms with 
stakeholders.
• Creating a standardised framework for addressing zoonotic spillover"|data_input/OrfPathHealth/BridgingTheDivide.pdf|5|acb5a4d42cd747a5bb0bf5035f6a2d56
"stakeholders.
• Creating a standardised framework for addressing zoonotic spillover 
risks related to animal trade, agriculture, and livestock farming.
• Addressing issues related to urbanisation and habitat fragmentation.
• Identifying spillover risks and disease spread in ways that minimise 
trade-offs and maximise co-benefits.
‘One Health’ in the G20 countries14 
The G20 countries can play a key role in improving global health, for 
various reasons—the member countries are among the world’s largest 
economies, they are home to roughly two-thirds of the global population"|data_input/OrfPathHealth/BridgingTheDivide.pdf|5|54b6a818f27a4747bc848ce2b3fca069
"54Accelerating Global Health: Pathways to Health Equity for the G20
55(including the majority of the ageing population), they house 78 percent 
of the world’s pharmaceutical companies, see a high prevalence of non-
communicable diseases (and account for nearly 70 percent of proportional 
mortality from such diseases), and contribute 72 percent of all CO2 
emissions.15 T h e  G 2 0  c o u n t r i e s  a g r e e d  t o  a d o p t  O H  a t  t h e  2 0 2 2  S u m m i t .16 
India has already made headway on this front. 
One Health approach in India17
The Indian government initiated the OH approach under the office of 
the Principal Scientific Adviser (PSA) with the aim to increase pandemic 
preparedness and integrated disease control against priority diseases in 
both human and animal sectors. A supplementary goal includes establishing 
an early warning system built on an integrated surveillance system and 
response-readiness for endemic and emerging epidemic or pandemic threats. 
The country has also sought to implement integrated disease surveillance, 
build environmental surveillance systems, and develop robust outbreak 
investigation mechanisms. The OH mission will also focus on:
 •Targeted R&D  to develop critical tools such as vaccines, diagnostics, 
therapeutics, and other prevention tools, and to invest in developing 
novel disease surveillance and control methodologies.  
 •Data and database integration  for better information sharing across"|data_input/OrfPathHealth/BridgingTheDivide.pdf|6|11443940fbd24182af4b70641327ab56
"novel disease surveillance and control methodologies.  
 •Data and database integration  for better information sharing across 
different departments, and investing in analytics for better tracking of 
national-level progress and implementation at the local level. 
 •Streamlining regulatory and approval processes  for enabling OH research 
and for rapid decision-making.
 •Building a governance model for integrating OH into existing 
programmes for system strengthening, sustainability and resource 
allocation for maximising outcomes. 
India has also established a One Health Centre at the National Institute 
of Animal Biotechnology, Hyderabad, for intersectoral collaboration among 
veterinary, medical, agriculture, environmental, forestry, meteorological and"|data_input/OrfPathHealth/BridgingTheDivide.pdf|6|b0b09c253eda45308d9818f8747a02a8
"55Advancing ‘One Health’ for a Better Worldother areas to detect, prevent and control zoonoses and transboundary 
animal diseases.18
In 2008, an attempt to operationalise the OH approach for zoonotic 
disease control and prevention identified the barriers preventing effective 
cross-sectoral collaboration on disease control.19 These included a lack 
of supportive policies, conflicting departmental priorities and limited 
institutional capacities. A review of zoonotic policy documents revealed 
there is a lack of specific mechanisms or strategies to safeguard livestock 
health, and a lack of guidelines for promoting cross-sectoral action. It also 
revealed a lack of clarity and inadequate information regarding engagement 
in the animal and forest sectors. This study found that implementing the 
OH approach in India requires contextual adaptation based on the underlying 
sociopolitical, institutional, and cultural contexts.20  
Given India’s diverse context, the way forward involves developing strategies 
that focus on fostering existing informal interpersonal relationships and 
collaborations between different sectors to successfully adopt the OH 
approach. It also requires intersectoral coordination at all levels, including 
the veterinary workforce, academic institutions, and the local or grassroots 
population. For instance, to conduct the SARS-CoV2 vaccine trial, the Tamil 
Nadu Veterinary and Animal Sciences University signed a pact with the"|data_input/OrfPathHealth/BridgingTheDivide.pdf|7|95e9919de1de4544bc48124bd30a8a42
"population. For instance, to conduct the SARS-CoV2 vaccine trial, the Tamil 
Nadu Veterinary and Animal Sciences University signed a pact with the 
Tamil Nadu Dr MGR Medical University for conducting joint academic and 
research activities. Similarly, during an outbreak investigation in Punjab, 
community health workers, non-government organisations, auxiliary nursing 
midwives, accredited social health activists (or ASHAs) and village leaders 
actively participated in efforts to address vaccine hesitancy.21 
Conclusion 
Implementing the OH approach will enhance pandemic prevention, 
preparedness, and response. It will also strengthen systems and cross-
sectoral capacities, allowing for the co-design and implementation of 
inclusive and equitable multi-level workplans and strategies in line with 
OH principles. It is essential to develop, disseminate, and utilise improved 
and harmonised OH tools, technologies, and practices that integrate data 
and knowledge to prevention of future pandemics, reduce the spread"|data_input/OrfPathHealth/BridgingTheDivide.pdf|7|ba6d12617e9d4d3da1a5a071f7087ae7
"56Accelerating Global Health: Pathways to Health Equity for the G20
57of infectious diseases through better surveillance systems, and boost 
collaboration between different organisations. 
India’s G20 theme of ‘One Earth, One Family, One Future’ highlights that 
global collaboration and solidarity is needed to live harmoniously with 
nature and to ensure health and well-being for all people, everywhere.
Dr Soumya Swaminathan  is Chairperson, MS Swaminathan Research Foundation and 
Former Chief Scientist, World Health Organization.
Dr Priyadarshini Rajamani  is a consultant with the MS Swaminathan Research 
Foundation."|data_input/OrfPathHealth/BridgingTheDivide.pdf|8|763c7ccbb18c440fae959857c92fe260
"82Accelerating Global Health: Pathways to Health Equity for the G20
83Building a Resilient 
Digital Health 
Ecosystem in India 
Lav Agarwal
Technology now permeates every facet of human existence. From 
communication and transportation to healthcare and entertainment, 
technology has redefined how we live, work, and interact. Its omnipresence 
is reshaping societal norms, revolutionising various sectors, and propelling 
us into the future.
Through improvements in diagnostics, treatment, and patient care, 
technological advancements have had a profound impact on healthcare. 
Medical devices, telemedicine, electronic health records, and artificial 
intelligence (AI)-driven diagnostics have transformed healthcare delivery by 
making it more precise, efficient, and accessible. Wearable devices and health 
apps have empowered individuals to monitor and manage their well-being 
proactively. Technology has also played a crucial role in advancing medical 
research, discovering new treatments, and improving overall healthcare 
outcomes. In response to the COVID-19 pandemic, the world witnessed the 
exponential growth of digital health."|data_input/OrfPathHealth/BuildingResilientDigitalHealthIndia.pdf|0|d2a4917ce8cf48d69608d55e8bdeefd7
"83Building a Resilient Digital Health Ecosystem in India Digital Health Landscape in India
Given India’s massive population, providing equitable access to healthcare 
services to all is an important agenda. By harnessing the power of 
technology, digital health can effectively address these challenges and 
ensure that healthcare services are accessible even in the remote regions. 
Patients can use digital platforms for convenient access to care. Digital 
platforms therefore bridge gaps and improve healthcare delivery across the 
nation.
In line with the ‘Digital India’ initiative and the vision to create 
interoperable and standardised electronic health records across the country, 
the Indian government  notified the Electronic Health Record1 standards in 
2016. The National Health Policy2 (2017) envisages the creation of a digital 
health technology ecosystem  that serves the needs of all stakeholders and 
improves efficiency, transparency, and citizens’ experiences across public 
and private healthcare.
Over the recent years, India has made progress in digital healthcare 
delivery, as demonstrated in national health programmes such as the 
Hospital Management Information System, Online Registration System, the 
national tuberculosis elimination (Ni-kshay) programme, Mother and Child 
Tracking System, Mera Aspataal  (My Hospital, a patient feedback system), the 
Health Management Information System, the Integrated Health Information"|data_input/OrfPathHealth/BuildingResilientDigitalHealthIndia.pdf|1|e645ea793f2148328e415470d8fad8f1
"Health Management Information System, the Integrated Health Information 
Platform, and Non-Communicable Diseases screening application—which 
have benefitted patients through the timely delivery of services and  by 
making government healthcare more affordable and accessible.3
The need for a future-ready digital health system has become even more 
urgent with the announcement of the Ayushman Bharat Pradhan Mantri Jan 
Arogya Yojana (AB-PMJAY)4 in 2018, India’s flagship programme that would 
herald an infrastructural transformation of the nation’s health system. This 
mission envisions the following: 
I. Operationalising 1.5 lakh health and wellness centres that offer preventive 
and primary care, including telemedicine consultation services; and"|data_input/OrfPathHealth/BuildingResilientDigitalHealthIndia.pdf|1|4e39f83a77424bd29d01a053be2e9e24
"84Accelerating Global Health: Pathways to Health Equity for the G20
85II. Providing financial protection of up to INR 500,000 per family annually 
for secondary and tertiary care hospitalisation to the over 120 million 
crore poor and vulnerable families that comprise the bottom 40 percent 
of the Indian population.
These initiatives aim to scale up a wellness-oriented approach instead 
of an illness-focused one—a key step towards achieving universal health 
coverage (UHC) through patient data portability across primary, secondary, 
and tertiary levels. This essentially translates into an environment where 
all people can obtain health services anywhere in the country without 
suffering financial hardship or excessive indirect costs. 
Achieving such scale requires us to rethink the core technology backbone 
of our system and leverage cutting-edge digital solutions to tackle the 
challenge. However, it is also felt that all these efforts need to converge into 
a single framework to achieve interoperability of data, which would benefit 
both policymakers for decision-making and patients with effective services 
at the time of need. In response, the government developed the National 
Digital Health Blueprint as a framework for the efficient implementation of 
digital health treatments.
The Ayushman Bharat Digital Mission5
To implement the principles of the blueprint, the National Digital Health 
Mission, now known as the Ayushman Bharat Digital Mission (ABDM), was"|data_input/OrfPathHealth/BuildingResilientDigitalHealthIndia.pdf|2|89b3b356103448bfa7a2ae333c705bc5
"To implement the principles of the blueprint, the National Digital Health 
Mission, now known as the Ayushman Bharat Digital Mission (ABDM), was 
launched in six union territories in August 2020.  It was proposed to be 
carried out via six key components—i.e, the digital health ID card, Digi-
Doctor, Health Facility Registry, Personal Health Records, e-pharmacy, and 
telemedicine. India launched the nationwide implementation the ABDM in 
September 2021 . The ABDM intends to create the framework needed to 
enable an integrated digital health infrastructure in India. Additionally, it 
will bridge the existing gap amongst different stakeholders of the healthcare 
ecosystem through digital highways.
Under the ABDM, every citizen will be provided a 14-digit Ayushman 
Bharat Account (ABHA) number, which is a unique health identifier. With 
the patient’s informed consent, the ABHAs will be used to identify and"|data_input/OrfPathHealth/BuildingResilientDigitalHealthIndia.pdf|2|728cd64802bb4f528a5671ab9a58f407
"85Building a Resilient Digital Health Ecosystem in India authenticate people’s health records across various systems and stakeholders. 
As of July  2023, over 435 million ABHAa numbers have been created, and 
214,396 health facilities and 207,274 doctors have been registered under 
the ABDM ecosystem.
ABDM has accelerated the participation of various stakeholders of the 
healthcare ecosystem and ensured deployment of patient-centric policies—
resulting in cashless care with improved access to ensure protection 
for the poor. Given its federal and complex healthcare structure, India 
demands agility, flexibility and evidence-based smart policymaking for 
implementation of healthcare initiatives, driving all stakeholders towards 
health-seeking behaviours with renewed energy. 
Digital Health in COVID-19 Management
The COVID-19 pandemic has challenged health systems across the globe. 
The India government not only focused on the management of the pandemic 
through various activities but also formulated innovative solutions to ensure 
the continuity of health services across the spectrum. It has followed a 
‘whole of government, whole of society’ approach to battle the pandemic 
by engaging subnational and local governments, civil society organisations, 
the private sector, and local communities in mitigation efforts.
Amid the pandemic, India recognised the need to ease access to digital 
consultations, and issued the Telemedicine Practice Guidelines in March"|data_input/OrfPathHealth/BuildingResilientDigitalHealthIndia.pdf|3|658d7809791142b1bfd0ba47c57bfbbd
"Amid the pandemic, India recognised the need to ease access to digital 
consultations, and issued the Telemedicine Practice Guidelines in March 
2020. India also launched eSanjeevaniOPD,6 a first of its kind and the 
world’s largest national telemedicine service to facilitate online health 
facilities to patients in the confines of their home at no cost to ensure 
continuum of care. The eSanjeevani initiative has been instrumental in 
bridging the digital divide in India, particularly in rural areas where access 
to healthcare is often limited. This initiative has completed 142 million 
consultationsb in record time and is currently serving around 400,000 
patients every day as of 27 July 2023. 
a https://dashboard.abdm.gov.in/abdm/
b https://esanjeevani.mohfw.gov.in/#/"|data_input/OrfPathHealth/BuildingResilientDigitalHealthIndia.pdf|3|e7422980e3274bdd888d03252996f332
"86Accelerating Global Health: Pathways to Health Equity for the G20
87India developed another state-of-the-art digital health system, CoWIN,7 a 
digital platform that helped more than a billion beneficiaries book COVID-19 
vaccinations in less than three months. In less than 18 months, CoWIN 
had helped administer two billion COVID-19 vaccination doses, immunising 
over 90 percent of all eligible adults.
The establishment of digitally-enabled COVID-19 ‘war rooms’ at the central 
and state levels allowed key stakeholders to undertake data-driven decisions 
towards infrastructure gap analysis, case projection and management, and 
to identify problem areas that required specific state-centre coordination. 
Various other digital health initiatives that have enhanced India’s efforts 
against the COVID-19 crisis are outlined in the following points: 
i. the   COVID-19 India Portal developed for disease tracking by geography, 
inventory tracking of essential items, and predicting demands at the 
national, state, and district levels based on case-loads; 
ii. the Aarogya Setu, a mobile tracking app which uses the smartphone's 
GPS and Bluetooth features to track the coronavirus infection through 
contact tracing, syndromic mapping, and self-assessment in addition to 
essential risk communication for our citizens;
iii. the RT-PCR app, a hand-held tool for country-wide sample collection; 
and
iv. a COVID-19 facility app which allows health system stakeholders up to"|data_input/OrfPathHealth/BuildingResilientDigitalHealthIndia.pdf|4|77ee5dafaf88492baeedba46dc96add6
"and
iv. a COVID-19 facility app which allows health system stakeholders up to 
the district level to track the state and management of patients. 
Institutionalising Pandemic Learnings: National Public Health 
Observatory (NPHO) 
India has established the National Public Health Observatory (NPHO) and 
the Health Emergency Operations Centre (HEOC) for real-time monitoring 
and analysis of various data points for informed decision-making. The 
NPHO will ensure comprehensive monitoring of health systems, including 
overall healthcare service delivery, integration of healthcare programmes, 
and transformation of the healthcare situation in the country."|data_input/OrfPathHealth/BuildingResilientDigitalHealthIndia.pdf|4|bc7f62f18fed4b8a97382c0aec77ea70
"87Building a Resilient Digital Health Ecosystem in India Leveraging AI for Improved Healthcare
Across the world, AI is being used in healthcare to support doctors and 
healthcare workers, improve customer service and patient management, and 
monitor diseases. The Indian government has established three centres of 
excellence for AI—at the All India Institutes of Medical Sciences in Delhi 
and Rishikesh, and at the Post Graduate Institute of Medical Education & 
Research in Chandigarh—to leverage and identify potential areas for the 
use of AI in the health sector. The centres are already working on several 
solutions for healthcare which leverage generative AI, including:
i. a clinical decision support system, a multilingual solution to provide 
diagnostic and triaging support to doctors; 
ii. event-based disease surveillance to scan large volumes of digital media 
in English as well as 10 Indian languages to monitor events that signal 
an impending disease outbreak; and
iii. an AI assistant for frontline workers  in 11 Indian languages to enable 
and empower healthcare workers to ask questions and receive responses 
to enhance their work.
Stimulating Advanced Knowledge for Sustainable Health 
Management (SAKSHAM) Portal 
The inclusive capacity building of health professionals is an important 
component to ensure the efficient delivery of healthcare services across 
the country. Tele-education has benefitted all fields of education including"|data_input/OrfPathHealth/BuildingResilientDigitalHealthIndia.pdf|5|2daf7051ab3742f9b7751844dc2a9e37
"the country. Tele-education has benefitted all fields of education including 
medical education, especially for students in remote areas with limited access 
to schools and qualified teachers. Online platforms, video conferencing, 
and pre-recorded lectures have facilitated learning for students who were 
previously deprived of quality education due to their geographical location.
Keeping this vision in mind, the government has developed a unified and 
dedicated online learning and training platform, SAKSHAM,8 to enable 
health professionals to receive advanced training without any disruption in 
their regular jobs. The portal hosts more than 200 courses on public health 
and 150 on clinical practices."|data_input/OrfPathHealth/BuildingResilientDigitalHealthIndia.pdf|5|2aba8c3477ef41a690f6b92cb7aa831d
"88Accelerating Global Health: Pathways to Health Equity for the G20
89With such developments in digital health, India has leapfrogged in terms 
of the adoption of digital health in the public sector. This will arguably 
lead to the creation of a national digital health ecosystem through wide-
scale adoption of digital tools across the continuum of care, both in the 
private and public sectors.
Promoting the Digital Health Agenda Globally
India has emerged as a frontrunner in championing digital health and 
in positioning it as a critical agenda at the global level. Recognising 
the transformative potential of technology in healthcare, India has 
taken proactive steps to harness digital innovations, promote healthcare 
accessibility, and drive advancements in the field globally. 
India tabled the Digital Health Resolution in the 71st World Health 
Assembly in May 2018 at Geneva, which was unanimously adopted by all 
the member states of the World Health Organization (WHO). The resolution 
highlighted global attention to the potential challenges and opportunities 
related to digital health technology and need for close collaboration on the 
issue globally. As a follow-up action, WHO has prioritised digital health 
agenda by establishing the Department for Digital Health and Innovation in 
April 2019 and published the Global Strategy on Digital Health 2020-2025  to 
promote healthy lives and well-being for all."|data_input/OrfPathHealth/BuildingResilientDigitalHealthIndia.pdf|6|b38388979c9e43c88e5a5d68a1d37391
"April 2019 and published the Global Strategy on Digital Health 2020-2025  to 
promote healthy lives and well-being for all. 
India served as Chair of the Global Digital Health Partnership (GDHP, 
between 2019 and 2021), which is the world’s largest intergovernmental 
and multilateral forum on the issue of digital health. Under India’s 
leadership, the GDHP’s membership grew from 14 to 33, including three 
international organisations (WHO, Organisation for Economic Co-operation 
and Development, and the International Digital Health and AI Research 
Collaborative). 
India’s G20 Leadership Catalysing Global Health Initiatives
India’s G20 presidency set ambitious goals to address the 21st century’s 
greatest challenges such as climate change, food insecurity, the threat of"|data_input/OrfPathHealth/BuildingResilientDigitalHealthIndia.pdf|6|484e082ae5c04d178affe983e61dfcc6
"89Building a Resilient Digital Health Ecosystem in India future pandemics, and other health emergencies by building international 
co-operation and strengthening global systems. The pandemic experience 
has taught us that preventing and preparing for a health emergency must 
always be a top priority at a global level, because when it comes to health, 
“no one is safe until everyone is safe.”
Drawing from the lessons from the pandemic, the G20 Health Working 
Group set out to catalyse and enervate global health initiatives. Through 
four meetings, culminating in the health ministers’ meeting, three main 
priorities were discussed: 
i. prevention, preparedness, and response to health emergencies with 
focus on anti-microbial resistance and ‘One Health’;
ii. strengthening cooperation in the pharmaceutical sector with focus on 
availability and access to safe, effective, quality, and affordable medical 
countermeasures, namely vaccines, therapeutics, and diagnostics; and
iii. digital health innovations and solutions to aid universal health coverage 
and improve healthcare services delivery.
Digital health, the third priority under India’s G20 presidency aims to 
leverage the country’s acumen and achievements along with other global 
initiatives in the digital health space, and develop innovative digital health 
solutions that can be applied across the world. A number of programmes 
and projects seeking to develop digital health products are being initiated"|data_input/OrfPathHealth/BuildingResilientDigitalHealthIndia.pdf|7|b51b0fd9a2f14d859d03e650b46b801e
"solutions that can be applied across the world. A number of programmes 
and projects seeking to develop digital health products are being initiated 
independently. These projects are cumulatively spending billions of dollars 
while working on similar aspects. 
India’s G20 presidency has aimed to bring them all under the umbrella 
of the Global Initiative on Digital Health (GIDH),  a network managed by 
WHO.  The GIDH is an opportunity to create a globally connected digital 
health ecosystem, converging worldwide efforts in scaling up commitments 
and investments of relevant stakeholders and promotion of digital health 
solutions as digital public goods. This will be achieved through coordinated 
engagements and implementation aligned with WHO norms, standards, and"|data_input/OrfPathHealth/BuildingResilientDigitalHealthIndia.pdf|7|f59eb11a1aac414eb8c4fd10a67fc2e5
"90Accelerating Global Health: Pathways to Health Equity for the G20
91guidelines, while increasing transparency of resources being allocated to 
digital transformation and identifying important gaps in support.
Conclusion
Adopting digital health is no longer a choice. The pandemic has undoubtedly 
paved the way for the quick adoption of digital health. Digital health is 
propelling the world towards more integrated health systems that are 
focused on delivering patient-centred care, improving health outcomes, and 
making the best use of healthcare resources. India’s digital health initiatives 
such as the ABDM, CoWIN, and eSanjeevani have provided a stimulus to 
act in conformity with a globally progressive commitment to health equity. 
They have also enabled the country to work towards creating a movement 
to enable integration of technology-informed models for universal health 
coverage.
Lav Agarwal  i s  A d d i t i o n a l  S e c r e t a r y  f o r  eHealth, International Health & Collaboration,  
Public Health, and G20 at the Ministry of Health and Family Welfare, Government of 
India."|data_input/OrfPathHealth/BuildingResilientDigitalHealthIndia.pdf|8|3e8b619797c14053812ade71b8f1d710
"93
9293Lessons from 
India’s Digital Public 
Infrastructure 
Transformation 
Sameer Kanwar and Varun Kumar
In today's rapidly evolving digital landscape, many countries are 
striving to establish and strengthen digital public infrastructure (DPI) 
to harness the transformative power of technology to benefit citizens. India 
has emerged as a noteworthy example by successfully using technological 
advancements to create robust DPI. It has implemented various initiatives 
that mobilise technology for inclusive growth, economic development, and 
improved governance. Countries around the world can learn from India’s 
experience and achievements to initiate similar digital transformations.
Through the Digital India programme, India is seeking to digitally equip 
citizens with access to all government services by improving internet 
connectivity and developing online infrastructure. This encompasses three 
key areas: (a) establishing a secure digital infrastructure; (b) successfully 
delivering digital services; and (c) ensuring that every citizen has access 
to the internet. India has also seen an increase in the number of digital 
technology users, with an estimated 750 million smartphone users,  and a 
projected one billion users by 2025.1 This increase has generated demand 
for a centralised digital architecture that functions as a single enterprise."|data_input/OrfPathHealth/LessonsIndiaDigitalHealthTfn.pdf|0|f1acb3a152d842edb93b59c44e1a1a29
"93Lessons from India’s Digital Public Infrastructure Transformation 
93In 2018, the Ministry of Electronics and Information Technology (MeitY) 
created the India Enterprise Architecture (IndEA) framework1 for the adoption 
of a whole-of-government enterprise architecture by central ministries, 
state departments, and public sector enterprises. Built with a focus on 
performance, IndEA offers open standards to promote interoperability 
and supports decentralisation. At the same time, it supports both new 
(greenfield) and legacy (brownfield) e-governance initiatives. The emphasis 
of the IndEA initiative is to enable “One Government – a government 
that is least visible but is effective” by implementing the concept of 
“virtualisation of departments” to activate synergy.2
Growing digitalisation will lead to the increased generation of data, 
and consequently, data protection and ownership must be addressed at 
the outset. The  Data Empowerment and Protection Architecture (DEPA)  
framework, introduced in 2020, seeks to ensure user control over data. 
DEPA suggests measures for consent-governed and secure data-sharing 
with third-party institutions. Controlled by consent managers, only relevant 
user data is plugged in to any private ecosystem and there is no need 
to set up bilateral databases.3 This empowers citizens with ownership and 
control over their own data and how it is shared. 
While DEPA has been flexibly applied in multiple sectors, it has been"|data_input/OrfPathHealth/LessonsIndiaDigitalHealthTfn.pdf|1|844ace5971524f39856818d72304f7c9
"control over their own data and how it is shared. 
While DEPA has been flexibly applied in multiple sectors, it has been 
particularly well-used as a techno-legal solution in the finance sector. 
Since DEPA empowers individuals to securely share their financial data 
with banks, insurers, investors, and other stakeholders, its first immediate 
benefit has been to encourage competition among private players. 
Individuals and small businesses are now able to get loans, insurance, and 
other financial products at competitive rates, just by using their digital 
footprint. In practice, DEPA works closely with the many layers of India 
Stack4—Aadhaar-based e-KYC, Unified Payments Interface (UPI) for cashless 
payments, and Aadhaar-based eSign) and uses the Open Credit Enablement 
Network to facilitate lending. India Stack has enabled the country to build 
its digital infrastructure, especially in establishing a design to improve 
private sector service delivery, and has served as India’s digital library, 
housing several digital global goods and offering learnings to the world.
Over the last decade, India has taken landmark steps to set in motion its 
vision of becoming an inclusive digital economy. This includes establishing"|data_input/OrfPathHealth/LessonsIndiaDigitalHealthTfn.pdf|1|2744d84fd22b428182e2ad368b01f58e
"94Accelerating Global Health: Pathways to Health Equity for the G20
95robust DPI and the facilitation of digital governance by streamlining 
roles, accountability, and change management. This encompasses various 
components, including digital identification systems, digital payments 
systems, and digital service delivery platforms. 
Pillars of Digital Public Infrastructure in India
The foundation: Aadhaar5
India's Aadhaar programme, a biometric and face authentication-based 
digital identification system, has revolutionised identity verification 
and service delivery in the country. Aadhaar has provided a unique 
identification number to over 1.3 billion residents of India, enabling access 
to essential services such as government subsidies, bank accounts, and 
mobile connections. It has enabled the government to streamline service 
delivery and eliminate duplication by providing a single digital identity 
across multiple sectors. The world can learn from India's approach in 
implementing a centralised, secure, and inclusive identification system, that 
has facilitated interoperability across service delivery platforms, both public 
and private.
Driving financial inclusion: Unified Payments Interface6
India's push to digitise payments has transformed the way financial 
transactions are conducted in the country. The implementation of UPI has 
created a platform that enables instant money transfers between bank"|data_input/OrfPathHealth/LessonsIndiaDigitalHealthTfn.pdf|2|8507704c71af4046b36f3348692ead0d
"transactions are conducted in the country. The implementation of UPI has 
created a platform that enables instant money transfers between bank 
accounts. It offers a smartphone-based interface to support seamless, 
interoperable, and real-time payments, available on the go. UPI has not only 
transformed the way individuals transact but has also provided a significant 
boost to the growth of the digital economy. Countries can gather important 
lessons from India's experience in fostering a competitive and interoperable 
payment ecosystem, which has led to increased financial inclusion, reduced 
reliance on cash, and enhanced transparency in transactions. 
The number of digital transactions increased by more than three times 
from 3 billion in November 2019 to 10 billion by January 2023.7 A 2019"|data_input/OrfPathHealth/LessonsIndiaDigitalHealthTfn.pdf|2|a16a8630ec2e4e6fba026e3265f13a86
"95Lessons from India’s Digital Public Infrastructure Transformation MeitY study noted that under a ‘business as usual’ scenario, India’s 
digital economy will grow to US$500 billion by 2025, with the potential 
to increase to US$1 trillion.8 In 2021, India had 48.6 billion real-time 
payments, as compared to 18.5 billion in China and 8.7 billion in Brazil.9 
This is indicative of the ease with which the Indian population has adopted 
digital platforms for making payments even if the average value of such 
payments may be rather low.
Efficient welfare delivery: Direct Benefit Transfer10
India's Direct Benefit Transfer (DBT) programme is aimed at eliminating 
potential leakages in the physical delivery of financial benefits and ensuring 
an efficient transfer of welfare to the right beneficiaries. By leveraging 
digital payment systems, benefits are directly credited to the beneficiaries’ 
bank accounts, reducing corruption, eliminating middlemen, and improving 
transparency in the transfer of subsidies.11 The enablers for DBT in India 
are the Pradhan Mantri Jan-Dhan Yojana, the Jan Dhan-Aadhaar-Mobile 
Yojana, and nearly 312 other schemes from 53 ministries across all states 
and union territories. More than INR 24,800 billion has been transferred 
through the DBT programme since 2013, with INR 6,300 billion transferred 
in FY 2021-22 alone. On average, more than 9 million DBT payments were 
processed daily in FY 2021-22.12 
Citizen-centric services: E-governance13"|data_input/OrfPathHealth/LessonsIndiaDigitalHealthTfn.pdf|3|2df59a2c23fd4299aa5289516d7fe4ca
